"id_soal","id_matpel","id_topik","judul_topik","id_sub_topik","judul_sub_topik","id_tag","tag","konten_soal","opsi_1","opsi_2","opsi_3","opsi_4","kunci_jawaban"
"2572","3","74","Pendidikan ","227","menulis rangkuman buku ilmu pengetahuan populer ","1967","cerita","<p>Dengan mobil, penduduk semakin mudah berpindah. Bepergian yang dulu berbahaya dan penuh resiko, kini menjadi hal biasa. Rumah yang jauh dari tempat kerja tidak lagi menjadi persoalan. Namun, mobilitas perorangan ini juga mempunyai banyak kerugian. Masyarakat modern menjadi tidak akrab seperti dulu lagi. Daerah pinggiran kota dipenuhi dengan persimpangan-persimpangan jalan dan jalan-jalan raya yang tidak jarang merusak keindahan alam. Pada jam-jam sibuk, jalan-jalan di kota, dipinggiran kota dipadati lalu lintas. Sumber minyak sebagai bahan bakar mobil terbatas, sementara penawaran, dan permintaan dipersulit oleh masalah politik. Apabila tidak dikendalikan, polusi dari knalpot mobil membahayakan pula.</p>
<p>Rangkuman isi bacaan tersebut yang tepat adalah...</p>","<p>mobil yang dulu dianggao barang aneh, kini menjadi alat kebutuhan masyarakat yang mengasyikkan</p>","<p>mobil menimbulkan dampak kerugian dan keuntungan yang berubah waktu ke waktu</p>","<p>mobil mempermudah penduduk bepergian tetapi menimbulkan banyak kerugian, yaitu masyarakat tidak akrab, keindahan akan terganggu, bahan bakar berkurang, dan polusi</p>","<p>mobil dapat memberikan kemudahan mobilitas bagi manusia mempercepat perubahan desain dan penggunaan mobil</p>","C"
"2572","3","74","Pendidikan ","227","menulis rangkuman buku ilmu pengetahuan populer ","3337","rangkuman","<p>Dengan mobil, penduduk semakin mudah berpindah. Bepergian yang dulu berbahaya dan penuh resiko, kini menjadi hal biasa. Rumah yang jauh dari tempat kerja tidak lagi menjadi persoalan. Namun, mobilitas perorangan ini juga mempunyai banyak kerugian. Masyarakat modern menjadi tidak akrab seperti dulu lagi. Daerah pinggiran kota dipenuhi dengan persimpangan-persimpangan jalan dan jalan-jalan raya yang tidak jarang merusak keindahan alam. Pada jam-jam sibuk, jalan-jalan di kota, dipinggiran kota dipadati lalu lintas. Sumber minyak sebagai bahan bakar mobil terbatas, sementara penawaran, dan permintaan dipersulit oleh masalah politik. Apabila tidak dikendalikan, polusi dari knalpot mobil membahayakan pula.</p>
<p>Rangkuman isi bacaan tersebut yang tepat adalah...</p>","<p>mobil yang dulu dianggao barang aneh, kini menjadi alat kebutuhan masyarakat yang mengasyikkan</p>","<p>mobil menimbulkan dampak kerugian dan keuntungan yang berubah waktu ke waktu</p>","<p>mobil mempermudah penduduk bepergian tetapi menimbulkan banyak kerugian, yaitu masyarakat tidak akrab, keindahan akan terganggu, bahan bakar berkurang, dan polusi</p>","<p>mobil dapat memberikan kemudahan mobilitas bagi manusia mempercepat perubahan desain dan penggunaan mobil</p>","C"
"2572","3","74","Pendidikan ","227","menulis rangkuman buku ilmu pengetahuan populer ","3338","_rangkuman_cerita","<p>Dengan mobil, penduduk semakin mudah berpindah. Bepergian yang dulu berbahaya dan penuh resiko, kini menjadi hal biasa. Rumah yang jauh dari tempat kerja tidak lagi menjadi persoalan. Namun, mobilitas perorangan ini juga mempunyai banyak kerugian. Masyarakat modern menjadi tidak akrab seperti dulu lagi. Daerah pinggiran kota dipenuhi dengan persimpangan-persimpangan jalan dan jalan-jalan raya yang tidak jarang merusak keindahan alam. Pada jam-jam sibuk, jalan-jalan di kota, dipinggiran kota dipadati lalu lintas. Sumber minyak sebagai bahan bakar mobil terbatas, sementara penawaran, dan permintaan dipersulit oleh masalah politik. Apabila tidak dikendalikan, polusi dari knalpot mobil membahayakan pula.</p>
<p>Rangkuman isi bacaan tersebut yang tepat adalah...</p>","<p>mobil yang dulu dianggao barang aneh, kini menjadi alat kebutuhan masyarakat yang mengasyikkan</p>","<p>mobil menimbulkan dampak kerugian dan keuntungan yang berubah waktu ke waktu</p>","<p>mobil mempermudah penduduk bepergian tetapi menimbulkan banyak kerugian, yaitu masyarakat tidak akrab, keindahan akan terganggu, bahan bakar berkurang, dan polusi</p>","<p>mobil dapat memberikan kemudahan mobilitas bagi manusia mempercepat perubahan desain dan penggunaan mobil</p>","C"
"2574","3","26","Menggapai Cita Melalui Kreativitas","62","Teks Prosedur","2816","slogan","<p>Pada akhir tahun sekolah akan mengikuti lomba seni dan olahraga yang diadakan oleh pihak kecamatan. Untuk itu, pihak OSIS akan membuat slogan untuk memberikan semnagat kepada siswa yang menjadi wakil dalam perlombaan tersebut...</p>
<p>Slogan yang tepat sesuai dengan ilustrasi tersebut adalah...</p>","<p>kamu pasti ada yang menolong</p>","<p>masa dirimu sebagai juara</p>","<p>menjadi juara merupakan sasaran utama</p>","<p>kamulah juaranya, yang lain tertinggal</p>","C"
"2574","3","27","Memecahkan Permasalahan Dampak Teknologi lewat Diskusi","63","Teks Diskusi","2816","slogan","<p>Pada akhir tahun sekolah akan mengikuti lomba seni dan olahraga yang diadakan oleh pihak kecamatan. Untuk itu, pihak OSIS akan membuat slogan untuk memberikan semnagat kepada siswa yang menjadi wakil dalam perlombaan tersebut...</p>
<p>Slogan yang tepat sesuai dengan ilustrasi tersebut adalah...</p>","<p>kamu pasti ada yang menolong</p>","<p>masa dirimu sebagai juara</p>","<p>menjadi juara merupakan sasaran utama</p>","<p>kamulah juaranya, yang lain tertinggal</p>","C"
"2574","3","76","Kesehatan","235","menulis slogan dan poster ","2816","slogan","<p>Pada akhir tahun sekolah akan mengikuti lomba seni dan olahraga yang diadakan oleh pihak kecamatan. Untuk itu, pihak OSIS akan membuat slogan untuk memberikan semnagat kepada siswa yang menjadi wakil dalam perlombaan tersebut...</p>
<p>Slogan yang tepat sesuai dengan ilustrasi tersebut adalah...</p>","<p>kamu pasti ada yang menolong</p>","<p>masa dirimu sebagai juara</p>","<p>menjadi juara merupakan sasaran utama</p>","<p>kamulah juaranya, yang lain tertinggal</p>","C"
"2574","3","76","Kesehatan","235","menulis slogan dan poster ","2817","membuat_slogan","<p>Pada akhir tahun sekolah akan mengikuti lomba seni dan olahraga yang diadakan oleh pihak kecamatan. Untuk itu, pihak OSIS akan membuat slogan untuk memberikan semnagat kepada siswa yang menjadi wakil dalam perlombaan tersebut...</p>
<p>Slogan yang tepat sesuai dengan ilustrasi tersebut adalah...</p>","<p>kamu pasti ada yang menolong</p>","<p>masa dirimu sebagai juara</p>","<p>menjadi juara merupakan sasaran utama</p>","<p>kamulah juaranya, yang lain tertinggal</p>","C"
"2574","3","76","Kesehatan","235","menulis slogan dan poster ","2818","_poster","<p>Pada akhir tahun sekolah akan mengikuti lomba seni dan olahraga yang diadakan oleh pihak kecamatan. Untuk itu, pihak OSIS akan membuat slogan untuk memberikan semnagat kepada siswa yang menjadi wakil dalam perlombaan tersebut...</p>
<p>Slogan yang tepat sesuai dengan ilustrasi tersebut adalah...</p>","<p>kamu pasti ada yang menolong</p>","<p>masa dirimu sebagai juara</p>","<p>menjadi juara merupakan sasaran utama</p>","<p>kamulah juaranya, yang lain tertinggal</p>","C"
"2574","3","76","Kesehatan","235","menulis slogan dan poster ","2819","menulis_slogan","<p>Pada akhir tahun sekolah akan mengikuti lomba seni dan olahraga yang diadakan oleh pihak kecamatan. Untuk itu, pihak OSIS akan membuat slogan untuk memberikan semnagat kepada siswa yang menjadi wakil dalam perlombaan tersebut...</p>
<p>Slogan yang tepat sesuai dengan ilustrasi tersebut adalah...</p>","<p>kamu pasti ada yang menolong</p>","<p>masa dirimu sebagai juara</p>","<p>menjadi juara merupakan sasaran utama</p>","<p>kamulah juaranya, yang lain tertinggal</p>","C"
"2574","3","76","Kesehatan","235","menulis slogan dan poster ","2870","iklan_baris","<p>Pada akhir tahun sekolah akan mengikuti lomba seni dan olahraga yang diadakan oleh pihak kecamatan. Untuk itu, pihak OSIS akan membuat slogan untuk memberikan semnagat kepada siswa yang menjadi wakil dalam perlombaan tersebut...</p>
<p>Slogan yang tepat sesuai dengan ilustrasi tersebut adalah...</p>","<p>kamu pasti ada yang menolong</p>","<p>masa dirimu sebagai juara</p>","<p>menjadi juara merupakan sasaran utama</p>","<p>kamulah juaranya, yang lain tertinggal</p>","C"
"2576","3","26","Menggapai Cita Melalui Kreativitas","62","Teks Prosedur","2816","slogan","<p>Untuk memotivasi siswa agar gemar membaca, OSIS membuat poster sebagai berikut : Budayakan bersama-sama teman-teman gemar membaca.</p>
<p>Kalimat yang tepat untuk memperbaiki kalimat poster tersebut adalah...</p>","<p>siswa-siswa gemar membaca</p>","<p>bagaimana membudayakan gemar-membaca</p>","<p>membaca menjadi tanggung-jawab siswa</p>","<p>mari membudayakan gemar membaca</p>","D"
"2576","3","27","Memecahkan Permasalahan Dampak Teknologi lewat Diskusi","63","Teks Diskusi","2816","slogan","<p>Untuk memotivasi siswa agar gemar membaca, OSIS membuat poster sebagai berikut : Budayakan bersama-sama teman-teman gemar membaca.</p>
<p>Kalimat yang tepat untuk memperbaiki kalimat poster tersebut adalah...</p>","<p>siswa-siswa gemar membaca</p>","<p>bagaimana membudayakan gemar-membaca</p>","<p>membaca menjadi tanggung-jawab siswa</p>","<p>mari membudayakan gemar membaca</p>","D"
"2576","3","76","Kesehatan","235","menulis slogan dan poster ","2816","slogan","<p>Untuk memotivasi siswa agar gemar membaca, OSIS membuat poster sebagai berikut : Budayakan bersama-sama teman-teman gemar membaca.</p>
<p>Kalimat yang tepat untuk memperbaiki kalimat poster tersebut adalah...</p>","<p>siswa-siswa gemar membaca</p>","<p>bagaimana membudayakan gemar-membaca</p>","<p>membaca menjadi tanggung-jawab siswa</p>","<p>mari membudayakan gemar membaca</p>","D"
"2576","3","76","Kesehatan","235","menulis slogan dan poster ","2817","membuat_slogan","<p>Untuk memotivasi siswa agar gemar membaca, OSIS membuat poster sebagai berikut : Budayakan bersama-sama teman-teman gemar membaca.</p>
<p>Kalimat yang tepat untuk memperbaiki kalimat poster tersebut adalah...</p>","<p>siswa-siswa gemar membaca</p>","<p>bagaimana membudayakan gemar-membaca</p>","<p>membaca menjadi tanggung-jawab siswa</p>","<p>mari membudayakan gemar membaca</p>","D"
"2576","3","76","Kesehatan","235","menulis slogan dan poster ","2818","_poster","<p>Untuk memotivasi siswa agar gemar membaca, OSIS membuat poster sebagai berikut : Budayakan bersama-sama teman-teman gemar membaca.</p>
<p>Kalimat yang tepat untuk memperbaiki kalimat poster tersebut adalah...</p>","<p>siswa-siswa gemar membaca</p>","<p>bagaimana membudayakan gemar-membaca</p>","<p>membaca menjadi tanggung-jawab siswa</p>","<p>mari membudayakan gemar membaca</p>","D"
"2576","3","76","Kesehatan","235","menulis slogan dan poster ","2819","menulis_slogan","<p>Untuk memotivasi siswa agar gemar membaca, OSIS membuat poster sebagai berikut : Budayakan bersama-sama teman-teman gemar membaca.</p>
<p>Kalimat yang tepat untuk memperbaiki kalimat poster tersebut adalah...</p>","<p>siswa-siswa gemar membaca</p>","<p>bagaimana membudayakan gemar-membaca</p>","<p>membaca menjadi tanggung-jawab siswa</p>","<p>mari membudayakan gemar membaca</p>","D"
"2576","3","76","Kesehatan","235","menulis slogan dan poster ","2870","iklan_baris","<p>Untuk memotivasi siswa agar gemar membaca, OSIS membuat poster sebagai berikut : Budayakan bersama-sama teman-teman gemar membaca.</p>
<p>Kalimat yang tepat untuk memperbaiki kalimat poster tersebut adalah...</p>","<p>siswa-siswa gemar membaca</p>","<p>bagaimana membudayakan gemar-membaca</p>","<p>membaca menjadi tanggung-jawab siswa</p>","<p>mari membudayakan gemar membaca</p>","D"
"2577","3","26","Menggapai Cita Melalui Kreativitas","62","Teks Prosedur","2816","slogan","<p>Perusahaan ""Prima"" bergerak di bidang usaha jual beli peralatan kantor dan bank, mengikklankan jenis usahanya berupa komputer, printer, kalkulator, mesin hitung uang. Alamat kantor tersebut berada di Jalan Darmawangsa Kebayoran Baru, dengan nomor telepon 021-7397658, 7202263. Dengan menghubung Bapak Andre.</p>
<p>Iklan baris berdasarkan ilustrasi berikut adalah...</p>","<p>Prima jual beli alat ktr &amp; bnk : komputer, kalkulator, mesin hitung uang. Hub. Andre 021-7397658, 7202263</p>","<p>Prima usaha bergerak dalam jual beli alat bank dan kantor. Jalan Darmawangsa Kebayoran Baru. Segera hubungi 021-7397658, 7202263</p>","<p>Prima usaha jual cepat komputer, kalkulator, printer. Hubungi Bapak Andre. Jalan Darmawangsa Kebayoran Baru</p>","<p>Hubungi 021-7397658, 7202263 pada Prima Usaha. Anda akan mendapatkan kalkulator, printer, dan komputer secara cuma-cuma</p>","A"
"2577","3","27","Memecahkan Permasalahan Dampak Teknologi lewat Diskusi","63","Teks Diskusi","2816","slogan","<p>Perusahaan ""Prima"" bergerak di bidang usaha jual beli peralatan kantor dan bank, mengikklankan jenis usahanya berupa komputer, printer, kalkulator, mesin hitung uang. Alamat kantor tersebut berada di Jalan Darmawangsa Kebayoran Baru, dengan nomor telepon 021-7397658, 7202263. Dengan menghubung Bapak Andre.</p>
<p>Iklan baris berdasarkan ilustrasi berikut adalah...</p>","<p>Prima jual beli alat ktr &amp; bnk : komputer, kalkulator, mesin hitung uang. Hub. Andre 021-7397658, 7202263</p>","<p>Prima usaha bergerak dalam jual beli alat bank dan kantor. Jalan Darmawangsa Kebayoran Baru. Segera hubungi 021-7397658, 7202263</p>","<p>Prima usaha jual cepat komputer, kalkulator, printer. Hubungi Bapak Andre. Jalan Darmawangsa Kebayoran Baru</p>","<p>Hubungi 021-7397658, 7202263 pada Prima Usaha. Anda akan mendapatkan kalkulator, printer, dan komputer secara cuma-cuma</p>","A"
"2577","3","76","Kesehatan","235","menulis slogan dan poster ","2816","slogan","<p>Perusahaan ""Prima"" bergerak di bidang usaha jual beli peralatan kantor dan bank, mengikklankan jenis usahanya berupa komputer, printer, kalkulator, mesin hitung uang. Alamat kantor tersebut berada di Jalan Darmawangsa Kebayoran Baru, dengan nomor telepon 021-7397658, 7202263. Dengan menghubung Bapak Andre.</p>
<p>Iklan baris berdasarkan ilustrasi berikut adalah...</p>","<p>Prima jual beli alat ktr &amp; bnk : komputer, kalkulator, mesin hitung uang. Hub. Andre 021-7397658, 7202263</p>","<p>Prima usaha bergerak dalam jual beli alat bank dan kantor. Jalan Darmawangsa Kebayoran Baru. Segera hubungi 021-7397658, 7202263</p>","<p>Prima usaha jual cepat komputer, kalkulator, printer. Hubungi Bapak Andre. Jalan Darmawangsa Kebayoran Baru</p>","<p>Hubungi 021-7397658, 7202263 pada Prima Usaha. Anda akan mendapatkan kalkulator, printer, dan komputer secara cuma-cuma</p>","A"
"2577","3","76","Kesehatan","235","menulis slogan dan poster ","2817","membuat_slogan","<p>Perusahaan ""Prima"" bergerak di bidang usaha jual beli peralatan kantor dan bank, mengikklankan jenis usahanya berupa komputer, printer, kalkulator, mesin hitung uang. Alamat kantor tersebut berada di Jalan Darmawangsa Kebayoran Baru, dengan nomor telepon 021-7397658, 7202263. Dengan menghubung Bapak Andre.</p>
<p>Iklan baris berdasarkan ilustrasi berikut adalah...</p>","<p>Prima jual beli alat ktr &amp; bnk : komputer, kalkulator, mesin hitung uang. Hub. Andre 021-7397658, 7202263</p>","<p>Prima usaha bergerak dalam jual beli alat bank dan kantor. Jalan Darmawangsa Kebayoran Baru. Segera hubungi 021-7397658, 7202263</p>","<p>Prima usaha jual cepat komputer, kalkulator, printer. Hubungi Bapak Andre. Jalan Darmawangsa Kebayoran Baru</p>","<p>Hubungi 021-7397658, 7202263 pada Prima Usaha. Anda akan mendapatkan kalkulator, printer, dan komputer secara cuma-cuma</p>","A"
"2577","3","76","Kesehatan","235","menulis slogan dan poster ","2818","_poster","<p>Perusahaan ""Prima"" bergerak di bidang usaha jual beli peralatan kantor dan bank, mengikklankan jenis usahanya berupa komputer, printer, kalkulator, mesin hitung uang. Alamat kantor tersebut berada di Jalan Darmawangsa Kebayoran Baru, dengan nomor telepon 021-7397658, 7202263. Dengan menghubung Bapak Andre.</p>
<p>Iklan baris berdasarkan ilustrasi berikut adalah...</p>","<p>Prima jual beli alat ktr &amp; bnk : komputer, kalkulator, mesin hitung uang. Hub. Andre 021-7397658, 7202263</p>","<p>Prima usaha bergerak dalam jual beli alat bank dan kantor. Jalan Darmawangsa Kebayoran Baru. Segera hubungi 021-7397658, 7202263</p>","<p>Prima usaha jual cepat komputer, kalkulator, printer. Hubungi Bapak Andre. Jalan Darmawangsa Kebayoran Baru</p>","<p>Hubungi 021-7397658, 7202263 pada Prima Usaha. Anda akan mendapatkan kalkulator, printer, dan komputer secara cuma-cuma</p>","A"
"2577","3","76","Kesehatan","235","menulis slogan dan poster ","2819","menulis_slogan","<p>Perusahaan ""Prima"" bergerak di bidang usaha jual beli peralatan kantor dan bank, mengikklankan jenis usahanya berupa komputer, printer, kalkulator, mesin hitung uang. Alamat kantor tersebut berada di Jalan Darmawangsa Kebayoran Baru, dengan nomor telepon 021-7397658, 7202263. Dengan menghubung Bapak Andre.</p>
<p>Iklan baris berdasarkan ilustrasi berikut adalah...</p>","<p>Prima jual beli alat ktr &amp; bnk : komputer, kalkulator, mesin hitung uang. Hub. Andre 021-7397658, 7202263</p>","<p>Prima usaha bergerak dalam jual beli alat bank dan kantor. Jalan Darmawangsa Kebayoran Baru. Segera hubungi 021-7397658, 7202263</p>","<p>Prima usaha jual cepat komputer, kalkulator, printer. Hubungi Bapak Andre. Jalan Darmawangsa Kebayoran Baru</p>","<p>Hubungi 021-7397658, 7202263 pada Prima Usaha. Anda akan mendapatkan kalkulator, printer, dan komputer secara cuma-cuma</p>","A"
"2577","3","76","Kesehatan","235","menulis slogan dan poster ","2870","iklan_baris","<p>Perusahaan ""Prima"" bergerak di bidang usaha jual beli peralatan kantor dan bank, mengikklankan jenis usahanya berupa komputer, printer, kalkulator, mesin hitung uang. Alamat kantor tersebut berada di Jalan Darmawangsa Kebayoran Baru, dengan nomor telepon 021-7397658, 7202263. Dengan menghubung Bapak Andre.</p>
<p>Iklan baris berdasarkan ilustrasi berikut adalah...</p>","<p>Prima jual beli alat ktr &amp; bnk : komputer, kalkulator, mesin hitung uang. Hub. Andre 021-7397658, 7202263</p>","<p>Prima usaha bergerak dalam jual beli alat bank dan kantor. Jalan Darmawangsa Kebayoran Baru. Segera hubungi 021-7397658, 7202263</p>","<p>Prima usaha jual cepat komputer, kalkulator, printer. Hubungi Bapak Andre. Jalan Darmawangsa Kebayoran Baru</p>","<p>Hubungi 021-7397658, 7202263 pada Prima Usaha. Anda akan mendapatkan kalkulator, printer, dan komputer secara cuma-cuma</p>","A"
"2578","3","26","Menggapai Cita Melalui Kreativitas","62","Teks Prosedur","2816","slogan","<p><strong>Bacalah iklan baris berikut dengan seksama!</strong></p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Jual cpt Megapro '04 istw, an Andri</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 8,5 jt/nego, hub. Dida ...</p>
<p>Isian yang tepat untuk melengkapi iklan baris tersebut adalah...</p>","<p>Jln.Kanguru 7 Jkt Brt</p>","<p>Jalan Kanguru nomor 7</p>","<p>Jln. Kanguru Jakarta Barat</p>","<p>Jl. Kanguru Jakarta Barat</p>","A"
"2578","3","27","Memecahkan Permasalahan Dampak Teknologi lewat Diskusi","63","Teks Diskusi","2816","slogan","<p><strong>Bacalah iklan baris berikut dengan seksama!</strong></p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Jual cpt Megapro '04 istw, an Andri</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 8,5 jt/nego, hub. Dida ...</p>
<p>Isian yang tepat untuk melengkapi iklan baris tersebut adalah...</p>","<p>Jln.Kanguru 7 Jkt Brt</p>","<p>Jalan Kanguru nomor 7</p>","<p>Jln. Kanguru Jakarta Barat</p>","<p>Jl. Kanguru Jakarta Barat</p>","A"
"2578","3","76","Kesehatan","235","menulis slogan dan poster ","2816","slogan","<p><strong>Bacalah iklan baris berikut dengan seksama!</strong></p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Jual cpt Megapro '04 istw, an Andri</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 8,5 jt/nego, hub. Dida ...</p>
<p>Isian yang tepat untuk melengkapi iklan baris tersebut adalah...</p>","<p>Jln.Kanguru 7 Jkt Brt</p>","<p>Jalan Kanguru nomor 7</p>","<p>Jln. Kanguru Jakarta Barat</p>","<p>Jl. Kanguru Jakarta Barat</p>","A"
"2578","3","76","Kesehatan","235","menulis slogan dan poster ","2817","membuat_slogan","<p><strong>Bacalah iklan baris berikut dengan seksama!</strong></p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Jual cpt Megapro '04 istw, an Andri</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 8,5 jt/nego, hub. Dida ...</p>
<p>Isian yang tepat untuk melengkapi iklan baris tersebut adalah...</p>","<p>Jln.Kanguru 7 Jkt Brt</p>","<p>Jalan Kanguru nomor 7</p>","<p>Jln. Kanguru Jakarta Barat</p>","<p>Jl. Kanguru Jakarta Barat</p>","A"
"2578","3","76","Kesehatan","235","menulis slogan dan poster ","2818","_poster","<p><strong>Bacalah iklan baris berikut dengan seksama!</strong></p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Jual cpt Megapro '04 istw, an Andri</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 8,5 jt/nego, hub. Dida ...</p>
<p>Isian yang tepat untuk melengkapi iklan baris tersebut adalah...</p>","<p>Jln.Kanguru 7 Jkt Brt</p>","<p>Jalan Kanguru nomor 7</p>","<p>Jln. Kanguru Jakarta Barat</p>","<p>Jl. Kanguru Jakarta Barat</p>","A"
"2578","3","76","Kesehatan","235","menulis slogan dan poster ","2819","menulis_slogan","<p><strong>Bacalah iklan baris berikut dengan seksama!</strong></p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Jual cpt Megapro '04 istw, an Andri</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 8,5 jt/nego, hub. Dida ...</p>
<p>Isian yang tepat untuk melengkapi iklan baris tersebut adalah...</p>","<p>Jln.Kanguru 7 Jkt Brt</p>","<p>Jalan Kanguru nomor 7</p>","<p>Jln. Kanguru Jakarta Barat</p>","<p>Jl. Kanguru Jakarta Barat</p>","A"
"2578","3","76","Kesehatan","235","menulis slogan dan poster ","2870","iklan_baris","<p><strong>Bacalah iklan baris berikut dengan seksama!</strong></p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Jual cpt Megapro '04 istw, an Andri</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 8,5 jt/nego, hub. Dida ...</p>
<p>Isian yang tepat untuk melengkapi iklan baris tersebut adalah...</p>","<p>Jln.Kanguru 7 Jkt Brt</p>","<p>Jalan Kanguru nomor 7</p>","<p>Jln. Kanguru Jakarta Barat</p>","<p>Jl. Kanguru Jakarta Barat</p>","A"
"2605","3","28","Mengulas Berbagai Karya Sastra","64","Teks Ulasan","3342","gagasan_utama_paragraf","<p>Bacalah paragraf berikut dengan saksama.</p>
<p>Dampak perubahaan fungsi sawah adalah hilangnya potensi produksi pertanian. Meski produktivitas padi per hektare terus meningkat, lahan pertanian menempati fungsi sebagai faktor utama produksi yang tak tergantikan. Berkurangnya area sawah tetap berarti hilangnya potensi produksi.</p>
<p>Gagasan&nbsp; utama paragaraf tersebutadalah . .&nbsp; .</p>","<p>Dampak perubahaan fungsi sawah.</p>","<p>Hilangnya potensi produksi pertanian.</p>","<p>Faktor utama produksi pertanian</p>","<p>Berkurangnya areal tanah mengurangi produksi.</p>","B"
